ts	pid	rss_kb	vsz_kb
01:25:14	1909	5625936	486778752
01:25:14	1904	640	435300896
01:25:15	1906	464	435300048
01:25:15	1909	5601984	486778752
01:25:15	1904	640	435300896
01:25:16	1906	464	435300048
01:25:16	1909	5608112	486778752
01:25:16	1904	640	435300896
01:25:17	1906	464	435300048
01:25:17	1909	5619184	486778752
01:25:17	1904	640	435300896
01:25:18	1906	464	435300048
01:25:18	1909	5589888	486778752
01:25:18	1904	640	435300896
01:25:19	1906	464	435300048
01:25:19	1909	5622784	486778752
01:25:19	1904	640	435300896
01:25:20	1906	464	435300048
01:25:20	1909	6355184	487237504
01:25:20	1904	640	435300896
01:25:21	1906	464	435300048
01:25:21	1909	5624208	487237504
01:25:21	1904	640	435300896
01:25:22	1906	464	435300048
01:25:22	1909	5316096	487647104
01:25:22	1904	640	435300896
01:25:23	1906	464	435300048
01:25:23	1909	5496048	487647104
01:25:23	1904	640	435300896
01:25:24	1906	464	435300048
01:25:24	1909	5664000	487647104
01:25:24	1904	640	435300896
01:25:25	1906	464	435300048
01:25:25	1909	5741040	487647104
01:25:25	1904	640	435300896
01:25:27	1906	464	435300048
01:25:27	1909	5774624	487647104
01:25:27	1904	640	435300896
01:25:28	1906	464	435300048
01:25:28	1909	5745280	487647104
01:25:28	1904	640	435300896
01:25:29	1906	464	435300048
01:25:29	1909	5763120	487647104
01:25:29	1904	640	435300896
01:25:30	1906	464	435300048
01:25:30	1909	5721424	487647104
01:25:30	1904	640	435300896
01:25:31	1906	464	435300048
01:25:31	1909	5721984	487647104
01:25:31	1904	640	435300896
01:25:32	1906	464	435300048
01:25:32	1909	5714112	487647104
01:25:32	1904	640	435300896
01:25:33	1906	464	435300048
01:25:33	1909	5748896	487647104
01:25:33	1904	640	435300896
01:25:34	1906	464	435300048
01:25:34	1909	5624352	487647104
01:25:34	1904	640	435300896
01:25:35	1906	464	435300048
01:25:35	1909	5627520	487647104
01:25:35	1904	640	435300896
01:25:36	1906	464	435300048
01:25:36	1909	5624928	487647104
01:25:36	1904	640	435300896
01:25:37	1906	464	435300048
01:25:37	1909	5610736	487647104
01:25:37	1904	640	435300896
01:25:38	1906	464	435300048
01:25:38	1909	5590560	487647104
01:25:38	1904	640	435300896
01:25:39	1906	464	435300048
01:25:39	1909	5643696	487647104
01:25:39	1904	640	435300896
01:25:40	1906	464	435300048
01:25:40	1909	5617856	487647104
01:25:40	1904	640	435300896
01:25:41	1906	464	435300048
01:25:41	1909	5612192	487647104
01:25:41	1904	640	435300896
01:25:42	1906	464	435300048
01:25:42	1909	5598864	487647104
01:25:42	1904	640	435300896
01:25:43	1906	464	435300048
01:25:43	1909	5591712	487647104
01:25:43	1904	640	435300896
01:25:44	1906	464	435300048
01:25:44	1909	5576704	487647104
01:25:44	1904	640	435300896
01:25:45	1906	464	435300048
01:25:45	1909	5407280	487647104
01:25:45	1904	640	435300896
01:25:46	1906	464	435300048
01:25:46	1909	5587456	487647104
01:25:46	1904	640	435300896
01:25:47	1906	464	435300048
01:25:47	1909	5527584	487647104
01:25:47	1904	640	435300896
01:25:48	1906	464	435300048
01:25:48	1909	5586512	487647104
01:25:48	1904	640	435300896
01:25:49	1906	464	435300048
01:25:49	1909	5442704	487966592
01:25:49	1904	640	435300896
01:25:50	1906	464	435300048
01:25:50	1909	5317344	489076992
01:25:50	1904	640	435300896
01:25:52	1906	464	435300048
01:25:52	1909	4780288	491239344
01:25:52	1904	640	435300896
01:25:53	1906	464	435300048
01:25:53	1909	5534256	491239344
01:25:53	1904	640	435300896
01:25:54	1906	448	435300048
01:25:54	1909	5081856	492435248
01:25:54	1904	624	435300896
01:25:55	1906	464	435300048
01:25:55	1909	5613408	493471696
01:25:55	1904	640	435300896
01:25:56	1906	464	435300048
01:25:56	1909	5902368	493471696
01:25:56	1904	640	435300896
01:25:57	1906	464	435300048
01:25:57	1909	5392864	494305040
01:25:57	1904	640	435300896
01:25:58	1906	464	435300048
01:25:58	1909	5170096	494961248
01:25:58	1904	640	435300896
01:25:59	1906	464	435300048
01:25:59	1909	4707024	495539904
01:25:59	1904	640	435300896
01:26:00	1906	464	435300048
01:26:00	1909	5048016	495335040
01:26:00	1904	640	435300896
01:26:01	1906	464	435300048
01:26:01	1909	5720080	495924896
01:26:01	1904	640	435300896
01:26:02	1906	464	435300048
01:26:02	1909	5576032	496588032
01:26:02	1904	640	435300896
01:26:03	1906	464	435300048
01:26:03	1909	5588384	497837088
01:26:03	1904	640	435300896
01:26:04	1906	464	435300048
01:26:04	1909	5387280	498747040
01:26:04	1904	640	435300896
01:26:05	1906	464	435300048
01:26:05	1909	5624224	500108896
01:26:05	1904	640	435300896
01:26:06	1906	464	435300048
01:26:06	1909	5896400	501237520
01:26:06	1904	640	435300896
01:26:07	1906	464	435300048
01:26:07	1909	5469696	501470656
01:26:07	1904	640	435300896
01:26:08	1906	464	435300048
01:26:08	1909	5923840	501892560
01:26:08	1904	640	435300896
01:26:09	1906	464	435300048
01:26:09	1909	5876000	502667568
01:26:09	1904	640	435300896
01:26:10	1906	464	435300048
01:26:10	1909	5778112	502915280
01:26:10	1904	640	435300896
01:26:11	1906	464	435300048
01:26:11	1909	5759200	504285824
01:26:11	1904	640	435300896
01:26:13	1906	464	435300048
01:26:13	1909	6067568	504285824
01:26:13	1904	640	435300896
01:26:14	1906	464	435300048
01:26:14	1909	6228112	505216640
01:26:14	1904	640	435300896
01:26:15	1906	464	435300048
01:26:15	1909	5958368	505676864
01:26:15	1904	640	435300896
01:26:16	1906	464	435300048
01:26:16	1909	6070128	506504064
01:26:16	1904	640	435300896
01:26:17	1906	464	435300048
01:26:17	1909	6171616	506504064
01:26:17	1904	640	435300896
01:26:18	1906	464	435300048
01:26:18	1909	5228848	507190976
01:26:18	1904	640	435300896
01:26:19	1906	464	435300048
01:26:19	1909	5565504	507449728
01:26:19	1904	640	435300896
01:26:20	1906	464	435300048
01:26:20	1909	5798384	507709312
01:26:20	1904	640	435300896
01:26:21	1906	464	435300048
01:26:21	1909	5347696	508895872
01:26:21	1904	640	435300896
01:26:22	1906	464	435300048
01:26:22	1909	5973024	508895872
01:26:22	1904	640	435300896
01:26:23	1906	464	435300048
01:26:23	1909	5670896	509471488
01:26:23	1904	640	435300896
01:26:24	1906	464	435300048
01:26:24	1909	5357776	510216512
01:26:24	1904	640	435300896
01:26:25	1906	464	435300048
01:26:25	1909	5921184	510216512
01:26:25	1904	640	435300896
01:26:26	1906	464	435300048
01:26:26	1909	5808832	510534976
01:26:26	1904	640	435300896
01:26:27	1906	464	435300048
01:26:27	1909	5394112	511387392
01:26:27	1904	640	435300896
01:26:28	1906	448	435300048
01:26:28	1909	5361056	512067776
01:26:28	1904	624	435300896
01:26:29	1906	464	435300048
01:26:29	1909	5894848	512067776
01:26:29	1904	640	435300896
01:26:30	1906	464	435300048
01:26:30	1909	5778160	512555776
01:26:30	1904	640	435300896
01:26:31	1906	464	435300048
01:26:31	1909	5942528	512834304
01:26:31	1904	640	435300896
01:26:33	1906	464	435300048
01:26:33	1909	5502288	513333568
01:26:33	1904	640	435300896
01:26:34	1906	464	435300048
01:26:34	1909	5606304	513333568
01:26:34	1904	640	435300896
01:26:35	1906	464	435300048
01:26:35	1909	5647328	513661568
01:26:35	1904	640	435300896
01:26:36	1906	464	435300048
01:26:36	1909	5192928	514319232
01:26:36	1904	640	435300896
01:26:37	1906	464	435300048
01:26:37	1909	5621424	514319232
01:26:37	1904	640	435300896
01:26:38	1906	464	435300048
01:26:38	1909	5493808	514777024
01:26:38	1904	640	435300896
01:26:39	1906	464	435300048
01:26:39	1909	5799392	514777024
01:26:39	1904	640	435300896
01:26:40	1906	464	435300048
01:26:40	1909	5965824	515062400
01:26:40	1904	640	435300896
01:26:41	1906	464	435300048
01:26:41	1909	6025920	515534592
01:26:41	1904	640	435300896
01:26:42	1906	464	435300048
01:26:42	1909	6014368	515993856
01:26:42	1904	640	435300896
01:26:43	1906	464	435300048
01:26:43	1909	5864384	516215808
01:26:43	1904	640	435300896
01:26:44	1906	464	435300048
01:26:44	1909	5637760	516675392
01:26:44	1904	640	435300896
01:26:45	1906	464	435300048
01:26:45	1909	5781536	516675392
01:26:45	1904	640	435300896
01:26:46	1906	464	435300048
01:26:46	1909	5860736	516792576
01:26:46	1904	640	435300896
01:26:47	1906	464	435300048
01:26:47	1909	5118480	517600384
01:26:47	1904	640	435300896
01:26:48	1906	464	435300048
01:26:48	1909	5736480	517600384
01:26:48	1904	640	435300896
01:26:49	1906	464	435300048
01:26:49	1909	5824800	517600384
01:26:49	1904	640	435300896
01:26:50	1906	464	435300048
01:26:50	1909	5227648	518372544
01:26:50	1904	640	435300896
01:26:51	1906	464	435300048
01:26:51	1909	5396416	518787392
01:26:51	1904	640	435300896
01:26:53	1906	464	435300048
01:26:53	1909	5845056	518904384
01:26:53	1904	640	435300896
01:26:54	1906	464	435300048
01:26:54	1909	5668288	519452992
01:26:54	1904	640	435300896
01:26:55	1906	464	435300048
01:26:55	1909	6015408	519848192
01:26:55	1904	640	435300896
01:26:56	1906	464	435300048
01:26:56	1909	5772608	520672000
01:26:56	1904	640	435300896
01:26:57	1906	464	435300048
01:26:57	1909	6012672	521042112
01:26:57	1904	640	435300896
01:26:58	1906	464	435300048
01:26:58	1909	5975312	521762496
01:26:58	1904	640	435300896
01:26:59	1906	464	435300048
01:26:59	1909	6036208	522587328
01:26:59	1904	640	435300896
01:27:00	1906	464	435300048
01:27:00	1909	5771808	523266368
01:27:00	1904	640	435300896
01:27:01	1906	464	435300048
01:27:01	1909	5710400	523710912
01:27:01	1904	640	435300896
01:27:02	1906	464	435300048
01:27:02	1909	5674592	524131072
01:27:02	1904	640	435300896
01:27:03	1906	464	435300048
01:27:03	1909	5627760	524592704
01:27:03	1904	640	435300896
01:27:04	1906	464	435300048
01:27:04	1909	5620448	524580896
01:27:04	1904	640	435300896
01:27:05	1906	464	435300048
01:27:05	1909	5199792	524018944
01:27:05	1904	640	435300896
01:27:06	1906	464	435300048
01:27:06	1909	4223568	522745824
01:27:06	1904	640	435300896
01:27:07	1906	464	435300048
01:27:07	1909	4768752	522718208
01:27:07	1904	640	435300896
01:27:08	1906	464	435300048
01:27:08	1909	3204608	521153120
01:27:08	1904	640	435300896
01:27:09	1906	464	435300048
01:27:09	1909	3247024	519982912
01:27:09	1904	640	435300896
01:27:10	1906	464	435300048
01:27:10	1909	4886976	520022336
01:27:10	1904	640	435300896
01:27:11	1906	464	435300048
01:27:11	1909	6839648	520110160
01:27:11	1904	640	435300896
01:27:12	1906	464	435300048
01:27:12	1909	5963456	519028752
01:27:12	1904	640	435300896
01:27:13	1906	464	435300048
01:27:13	1909	3922752	516987968
01:27:13	1904	640	435300896
01:27:14	1906	464	435300048
01:27:14	1909	1351536	514386192
01:27:14	1904	640	435300896
01:27:16	1906	464	435300048
01:27:16	1909	2993120	514386192
01:27:16	1904	640	435300896
01:27:17	1906	464	435300048
01:27:17	1909	3706640	514386192
01:27:17	1904	640	435300896
01:27:18	1906	464	435300048
01:27:18	1909	4456672	514386192
01:27:18	1904	640	435300896
01:27:19	1906	464	435300048
01:27:19	1909	5416368	514386192
01:27:19	1904	640	435300896
01:27:20	1906	464	435300048
01:27:20	1909	7263616	514415632
01:27:20	1904	640	435300896
01:27:21	1906	464	435300048
01:27:21	1909	8145856	514494560
01:27:21	1904	640	435300896
01:27:22	1906	464	435300048
01:27:22	1909	9408928	514622176
01:27:22	1904	640	435300896
01:27:23	1906	464	435300048
01:27:23	1909	10209536	514620000
01:27:23	1904	640	435300896
01:27:24	1906	464	435300048
01:27:24	1909	11086480	514808112
01:27:24	1904	640	435300896
01:27:25	1906	464	435300048
01:27:25	1909	11791408	514824528
01:27:25	1904	640	435300896
01:27:26	1906	464	435300048
01:27:26	1909	11517552	513314640
01:27:26	1904	640	435300896
01:27:27	1906	464	435300048
01:27:27	1909	10141824	511711888
01:27:27	1904	640	435300896
01:27:28	1906	464	435300048
01:27:28	1909	7740768	509288016
01:27:28	1904	640	435300896
01:27:29	1906	464	435300048
01:27:29	1909	5482448	507029584
01:27:29	1904	640	435300896
01:27:30	1906	464	435300048
01:27:30	1909	2101888	503644016
01:27:30	1904	640	435300896
01:27:31	1906	464	435300048
01:27:31	1909	1922256	503042112
01:27:31	1904	640	435300896
01:27:32	1906	464	435300048
01:27:32	1909	2681504	503042112
01:27:32	1904	640	435300896
01:27:33	1906	464	435300048
01:27:33	1909	3067328	503042112
01:27:33	1904	640	435300896
01:27:34	1906	464	435300048
01:27:34	1909	3877056	503042112
01:27:34	1904	640	435300896
01:27:35	1906	464	435300048
01:27:35	1909	4528272	503042112
01:27:35	1904	640	435300896
01:27:36	1906	464	435300048
01:27:36	1909	5202368	503042112
01:27:36	1904	640	435300896
01:27:37	1906	464	435300048
01:27:37	1909	5775504	503042112
01:27:37	1904	640	435300896
01:27:38	1906	464	435300048
01:27:38	1909	6773008	503042112
01:27:38	1904	640	435300896
01:27:39	1906	464	435300048
01:27:39	1909	7586960	503042112
01:27:39	1904	640	435300896
01:27:40	1906	464	435300048
01:27:40	1909	8131392	503042112
01:27:40	1904	640	435300896
01:27:41	1906	464	435300048
01:27:41	1909	8628912	503042112
01:27:41	1904	640	435300896
01:27:43	1906	464	435300048
01:27:43	1909	9354736	503069920
01:27:43	1904	640	435300896
01:27:44	1906	464	435300048
01:27:44	1909	10185568	503069920
01:27:44	1904	640	435300896
01:27:45	1906	464	435300048
01:27:45	1909	10963920	503069920
01:27:45	1904	640	435300896
01:27:46	1906	464	435300048
01:27:46	1909	12324464	503545376
01:27:46	1904	640	435300896
01:27:47	1906	464	435300048
01:27:47	1909	13192176	503789136
01:27:47	1904	640	435300896
01:27:48	1906	464	435300048
01:27:48	1909	13732832	503964912
01:27:48	1904	640	435300896
01:27:49	1906	464	435300048
01:27:49	1909	14881616	504389712
01:27:49	1904	640	435300896
01:27:50	1906	464	435300048
01:27:50	1909	15751056	504709264
01:27:50	1904	640	435300896
01:27:51	1906	464	435300048
01:27:51	1909	16236752	504756000
01:27:51	1904	640	435300896
01:27:52	1906	464	435300048
01:27:52	1909	16890784	504756000
01:27:52	1904	640	435300896
01:27:53	1906	464	435300048
01:27:53	1909	17399712	504756000
01:27:53	1904	640	435300896
01:27:54	1906	448	435300048
01:27:54	1909	17731584	505287392
01:27:54	1904	624	435300896
01:27:55	1906	464	435300048
01:27:55	1909	17409184	504915712
01:27:55	1904	640	435300896
01:27:56	1906	464	435300048
01:27:56	1909	17063008	504507552
01:27:56	1904	640	435300896
01:27:57	1906	464	435300048
01:27:57	1909	17025952	504466592
01:27:57	1904	640	435300896
01:27:58	1906	464	435300048
01:27:58	1909	15337568	502763600
01:27:58	1904	640	435300896
01:27:59	1906	464	435300048
01:27:59	1909	12000288	499401376
01:27:59	1904	640	435300896
01:28:00	1906	464	435300048
01:28:00	1909	7862464	495171632
01:28:00	1904	640	435300896
01:28:01	1906	464	435300048
01:28:01	1909	4904832	492154848
01:28:01	1904	640	435300896
01:28:02	1906	464	435300048
01:28:02	1909	2323984	489553648
01:28:02	1904	640	435300896
01:28:03	1906	464	435300048
01:28:03	1909	2020752	488775568
01:28:03	1904	640	435300896
01:28:04	1906	464	435300048
01:28:04	1909	3162928	488775568
01:28:04	1904	640	435300896
01:28:05	1906	464	435300048
01:28:05	1909	4148416	488775568
01:28:05	1904	640	435300896
01:28:06	1906	464	435300048
01:28:06	1909	5053360	488775568
01:28:06	1904	640	435300896
01:28:07	1906	464	435300048
01:28:07	1909	6686944	488766304
01:28:07	1904	640	435300896
01:28:08	1906	464	435300048
01:28:08	1909	6798544	488766304
01:28:08	1904	640	435300896
01:28:09	1906	464	435300048
01:28:09	1909	7267504	488766304
01:28:09	1904	640	435300896
01:28:11	1906	464	435300048
01:28:11	1909	7655296	488759264
01:28:11	1904	640	435300896
01:28:12	1906	464	435300048
01:28:12	1909	7824288	488760672
01:28:12	1904	640	435300896
01:28:13	1906	464	435300048
01:28:13	1909	9199632	490135152
01:28:13	1904	640	435300896
01:28:14	1906	464	435300048
01:28:14	1909	11003808	491955456
01:28:14	1904	640	435300896
01:28:15	1906	464	435300048
01:28:15	1909	12591312	493606288
01:28:15	1904	640	435300896
01:28:16	1906	464	435300048
01:28:16	1909	16124400	497075920
01:28:16	1904	640	435300896
01:28:17	1906	448	435300048
01:28:17	1909	17325568	499580304
01:28:17	1904	624	435300896
01:28:18	1906	464	435300048
01:28:18	1909	16165264	500429920
01:28:18	1904	640	435300896
01:28:19	1906	464	435300048
01:28:19	1909	15296160	500722976
01:28:19	1904	640	435300896
01:28:20	1906	464	435300048
01:28:20	1909	15012304	500921584
01:28:20	1904	640	435300896
01:28:21	1906	464	435300048
01:28:21	1909	14919840	501036160
01:28:21	1904	640	435300896
01:28:22	1906	464	435300048
01:28:22	1909	15080784	501036160
01:28:22	1904	640	435300896
01:28:23	1906	464	435300048
01:28:23	1909	14922768	501036160
01:28:23	1904	640	435300896
01:28:24	1906	464	435300048
01:28:24	1909	15054128	501137760
01:28:24	1904	640	435300896
01:28:25	1906	464	435300048
01:28:25	1909	14578320	501426960
01:28:25	1904	640	435300896
01:28:26	1906	464	435300048
01:28:26	1909	14297936	501646368
01:28:26	1904	640	435300896
01:28:27	1906	464	435300048
01:28:27	1909	13687216	501823568
01:28:27	1904	640	435300896
01:28:28	1906	464	435300048
01:28:28	1909	13231744	502238784
01:28:28	1904	640	435300896
01:28:29	1906	464	435300048
01:28:29	1909	13453632	502238784
01:28:29	1904	640	435300896
01:28:30	1906	464	435300048
01:28:30	1909	13381504	502238784
01:28:30	1904	640	435300896
01:28:31	1906	464	435300048
01:28:31	1909	13334160	502317440
01:28:31	1904	640	435300896
01:28:32	1906	464	435300048
01:28:32	1909	13357424	502317440
01:28:32	1904	640	435300896
01:28:33	1906	464	435300048
01:28:33	1909	13401472	502409136
01:28:33	1904	640	435300896
01:28:34	1906	464	435300048
01:28:34	1909	13311584	502520768
01:28:34	1904	640	435300896
01:28:36	1906	464	435300048
01:28:36	1909	13273440	502592912
01:28:36	1904	640	435300896
01:28:37	1906	464	435300048
01:28:37	1909	13277632	502584720
01:28:37	1904	640	435300896
01:28:38	1906	464	435300048
01:28:38	1909	13137440	502760192
01:28:38	1904	640	435300896
01:28:39	1906	464	435300048
01:28:39	1909	11621392	500515616
01:28:39	1904	640	435300896
01:28:40	1906	464	435300048
01:28:40	1909	11684976	500255392
01:28:40	1904	640	435300896
01:28:41	1906	464	435300048
01:28:41	1909	7804128	496147344
01:28:41	1904	640	435300896
01:28:42	1906	464	435300048
01:28:42	1909	3251712	491328432
01:28:42	1904	640	435300896
01:28:43	1906	464	435300048
01:28:43	1909	4114144	520460880
01:28:43	1904	640	435300896
01:28:44	1906	464	435300048
01:28:44	1909	12840944	520460880
01:28:44	1904	640	435300896
01:28:45	1906	464	435300048
01:28:45	1909	6322416	522548592
01:28:45	1904	640	435300896
01:28:46	1906	448	435300048
01:28:46	1909	2170608	521107152
01:28:46	1904	640	435300896
01:28:47	1906	448	435300048
01:28:47	1909	1931168	519236208
01:28:47	1904	640	435300896
01:28:48	1906	448	435300048
01:28:48	1909	1929344	519236208
01:28:48	1904	640	435300896
01:28:49	1906	448	435300048
01:28:49	1909	2712272	523788912
01:28:49	1904	640	435300896
01:28:50	1906	448	435300048
01:28:50	1909	3441168	523788912
01:28:50	1904	640	435300896
01:28:51	1906	448	435300048
01:28:51	1909	4107808	523788912
01:28:51	1904	640	435300896
01:28:52	1906	448	435300048
01:28:52	1909	5952064	523788912
01:28:52	1904	640	435300896
01:28:53	1906	448	435300048
01:28:53	1909	6808464	523788912
01:28:53	1904	640	435300896
01:28:54	1906	448	435300048
01:28:54	1909	6742896	523788912
01:28:54	1904	640	435300896
01:28:56	1906	448	435300048
01:28:56	1909	6300720	523747952
01:28:56	1904	640	435300896
01:28:57	1906	448	435300048
01:28:57	1909	6549696	523731568
01:28:57	1904	640	435300896
01:28:58	1906	448	435300048
01:28:58	1909	6888208	525566576
01:28:58	1904	640	435300896
01:28:59	1906	448	435300048
01:28:59	1909	5841536	525312624
01:28:59	1904	640	435300896
01:29:00	1906	448	435300048
01:29:00	1909	4804736	523215472
01:29:00	1904	640	435300896
01:29:01	1906	448	435300048
01:29:01	1909	5806128	523207280
01:29:01	1904	640	435300896
01:29:02	1906	448	435300048
01:29:02	1909	6362224	525050480
01:29:02	1904	640	435300896
01:29:03	1906	448	435300048
01:29:03	1909	5387056	522699376
01:29:03	1904	640	435300896
01:29:04	1906	448	435300048
01:29:04	1909	6283712	524796528
01:29:04	1904	640	435300896
01:29:05	1906	448	435300048
01:29:05	1909	4318592	522699376
01:29:05	1904	640	435300896
01:29:06	1906	448	435300048
01:29:06	1909	6007968	522699376
01:29:06	1904	640	435300896
01:29:07	1906	448	435300048
01:29:07	1909	7156784	522699376
01:29:07	1904	640	435300896
01:29:08	1906	448	435300048
01:29:08	1909	4996720	522699376
01:29:08	1904	640	435300896
01:29:09	1906	448	435300048
01:29:09	1909	5649360	522699376
01:29:09	1904	640	435300896
01:29:10	1906	448	435300048
01:29:10	1909	6587872	522699376
01:29:10	1904	640	435300896
01:29:11	1906	448	435300048
01:29:11	1909	7681504	522699376
01:29:11	1904	640	435300896
01:29:12	1906	448	435300048
01:29:12	1909	8072064	522699376
01:29:12	1904	640	435300896
01:29:13	1906	448	435300048
01:29:13	1909	6924400	522699376
01:29:13	1904	640	435300896
01:29:14	1906	448	435300048
01:29:14	1909	7426496	522699376
01:29:14	1904	640	435300896
01:29:16	1906	448	435300048
01:29:16	1909	8105552	522699376
01:29:16	1904	640	435300896
01:29:17	1906	448	435300048
01:29:17	1909	3707152	522699376
01:29:17	1904	640	435300896
01:29:18	1906	448	435300048
01:29:18	1909	3187808	522699376
01:29:18	1904	640	435300896
01:29:19	1906	448	435300048
01:29:19	1909	3593184	522699376
01:29:19	1904	640	435300896
01:29:20	1906	448	435300048
01:29:20	1909	4027264	522699376
01:29:20	1904	640	435300896
01:29:21	1906	448	435300048
01:29:21	1909	5116576	522699376
01:29:21	1904	640	435300896
01:29:22	1906	448	435300048
01:29:22	1909	6166096	522699376
01:29:22	1904	640	435300896
01:29:23	1906	448	435300048
01:29:23	1909	6931120	522699376
01:29:23	1904	640	435300896
01:29:24	1906	448	435300048
01:29:24	1909	7095184	522699376
01:29:24	1904	640	435300896
01:29:25	1906	448	435300048
01:29:25	1909	7215616	522699376
01:29:25	1904	640	435300896
01:29:26	1906	448	435300048
01:29:26	1909	6433488	522699376
01:29:26	1904	640	435300896
01:29:27	1906	448	435300048
01:29:27	1909	3418832	522699376
01:29:27	1904	640	435300896
01:29:28	1906	448	435300048
01:29:28	1909	3948464	522699376
01:29:28	1904	640	435300896
01:29:29	1906	448	435300048
01:29:29	1909	5622800	522699376
01:29:29	1904	640	435300896
01:29:30	1906	448	435300048
01:29:30	1909	6371424	522699376
01:29:30	1904	640	435300896
01:29:31	1906	448	435300048
01:29:31	1909	6766240	522699376
01:29:31	1904	640	435300896
01:29:32	1906	448	435300048
01:29:32	1909	6713696	522699376
01:29:32	1904	640	435300896
01:29:33	1906	448	435300048
01:29:33	1909	5987392	522699376
01:29:33	1904	640	435300896
01:29:34	1906	448	435300048
01:29:34	1909	6997296	522699376
01:29:34	1904	640	435300896
01:29:35	1906	448	435300048
01:29:35	1909	6774048	522699376
01:29:35	1904	640	435300896
01:29:36	1906	448	435300048
01:29:36	1909	7339424	522699376
01:29:36	1904	640	435300896
01:29:37	1906	448	435300048
01:29:37	1909	6787456	522699376
01:29:37	1904	640	435300896
01:29:39	1906	448	435300048
01:29:39	1909	6797136	522699376
01:29:39	1904	640	435300896
01:29:40	1906	448	435300048
01:29:40	1909	6789728	522699376
01:29:40	1904	640	435300896
01:29:41	1906	448	435300048
01:29:41	1909	6820560	522699376
01:29:41	1904	640	435300896
01:29:42	1906	448	435300048
01:29:42	1909	6854976	522699376
01:29:42	1904	640	435300896
01:29:43	1906	448	435300048
01:29:43	1909	6854896	522699376
01:29:43	1904	640	435300896
01:29:44	1906	448	435300048
01:29:44	1909	7165616	522699376
01:29:44	1904	640	435300896
01:29:45	1906	448	435300048
01:29:45	1909	6834848	526893680
01:29:45	1904	640	435300896
01:29:46	1906	448	435300048
01:29:46	1909	6138256	526893680
01:29:46	1904	640	435300896
01:29:47	1906	448	435300048
01:29:47	1909	6847424	526893680
01:29:47	1904	640	435300896
01:29:48	1906	448	435300048
01:29:48	1909	6752720	526893680
01:29:48	1904	640	435300896
01:29:49	1906	448	435300048
01:29:49	1909	6778832	526893680
01:29:49	1904	640	435300896
01:29:50	1906	448	435300048
01:29:50	1909	6704016	526893680
01:29:50	1904	640	435300896
01:29:51	1906	448	435300048
01:29:51	1909	6737264	526893680
01:29:51	1904	640	435300896
01:29:52	1906	448	435300048
01:29:52	1909	6681312	526893680
01:29:52	1904	640	435300896
01:29:53	1906	448	435300048
01:29:53	1909	6764896	526893680
01:29:53	1904	640	435300896
01:29:54	1906	448	435300048
01:29:54	1909	6724992	526893680
01:29:54	1904	640	435300896
01:29:55	1906	448	435300048
01:29:55	1909	6634784	526893680
01:29:55	1904	640	435300896
01:29:56	1906	448	435300048
01:29:56	1909	6761888	526893680
01:29:56	1904	640	435300896
01:29:57	1906	448	435300048
01:29:57	1909	4803232	526893680
01:29:57	1904	640	435300896
01:29:58	1906	448	435300048
01:29:58	1909	2629360	526893680
01:29:58	1904	640	435300896
01:29:59	1906	448	435300048
01:29:59	1909	3234384	526893680
01:29:59	1904	640	435300896
01:30:00	1906	448	435300048
01:30:00	1909	4666432	526893680
01:30:00	1904	640	435300896
01:30:01	1906	448	435300048
01:30:01	1909	5402336	526893680
01:30:01	1904	640	435300896
01:30:03	1906	448	435300048
01:30:03	1909	5988144	526893680
01:30:03	1904	640	435300896
01:30:04	1906	448	435300048
01:30:04	1909	6398912	526893680
01:30:04	1904	640	435300896
01:30:05	1906	448	435300048
01:30:05	1909	6676448	526893680
01:30:05	1904	640	435300896
01:30:06	1906	448	435300048
01:30:06	1909	6732720	526893680
01:30:06	1904	640	435300896
01:30:07	1906	448	435300048
01:30:07	1909	6648496	526893680
01:30:07	1904	640	435300896
01:30:08	1906	448	435300048
01:30:08	1909	6609136	526893680
01:30:08	1904	640	435300896
01:30:09	1906	448	435300048
01:30:09	1909	6494864	526893680
01:30:09	1904	640	435300896
01:30:10	1906	448	435300048
01:30:10	1909	6484464	526893680
01:30:10	1904	640	435300896
01:30:11	1906	448	435300048
01:30:11	1909	6526976	526893680
01:30:11	1904	640	435300896
01:30:12	1906	448	435300048
01:30:12	1909	6546880	526893680
01:30:12	1904	640	435300896
01:30:13	1906	448	435300048
01:30:13	1909	4650240	526893680
01:30:13	1904	640	435300896
01:30:14	1906	448	435300048
01:30:14	1909	2980688	526893680
01:30:14	1904	640	435300896
01:30:15	1906	448	435300048
01:30:15	1909	3999296	526893680
01:30:15	1904	640	435300896
01:30:16	1906	448	435300048
01:30:16	1909	6295280	526893680
01:30:16	1904	640	435300896
01:30:17	1906	448	435300048
01:30:17	1909	6700288	526893680
01:30:17	1904	640	435300896
01:30:18	1906	448	435300048
01:30:18	1909	6735520	526893680
01:30:18	1904	640	435300896
01:30:19	1906	448	435300048
01:30:19	1909	6715552	526893680
01:30:19	1904	640	435300896
01:30:20	1906	448	435300048
01:30:20	1909	7512208	531087984
01:30:20	1904	640	435300896
01:30:22	1906	448	435300048
01:30:22	1909	7252496	531087984
01:30:22	1904	640	435300896
01:30:23	1906	448	435300048
01:30:23	1909	7197232	531087984
01:30:23	1904	640	435300896
01:30:24	1906	448	435300048
01:30:24	1909	6636864	531087984
01:30:24	1904	640	435300896
01:30:25	1906	448	435300048
01:30:25	1909	6575424	531087984
